Comment,Class
ㄴ이 새끼들 개딸들이랑 하는짓이 판박이인데..ㅋ,1
대학생이면 취직해야지 다들 사장님할거냐 뷰신,0
부양자가 없으면 굳이 안전한 파업을 보장받을 이유가 없음때려치면 그만이고 실제로도 그러고 있음좌파가 페미니즘하고 붙어먹은 결과임 걍 자승자박,0
대가리 띠두르고 죽창질하던거 다 아버지들이었는데멍청한새끼들이 연대랍시고 지네들 근본인 가정을 파괴함,1
그래서 퐁퐁짓 당할꺼야 vs 두창이 뻐꾸기 당할꺼야???ㅋㅋㅋㅋㅋㅋ,0
오죽 두창이가 병신삽질에 뻐꾸기짓만 하고 있으니 이슈꺼리도 안되는 저런걸 가지고 와서 난리치지..ㅋㅋㅋㅋㅋㅋ이준석빨 여가부폐지빨 해외탐방빨 민노총 시위빨 서울대 대자보빨 .......... 그래서 두창이는 뭐하고 있는데???ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
이름도 무슨법인지 감도 안오게 노란봉투 ㅇㅈㄹ로 해놨네 씨발 존나 간교하다,1
민주당 이 미친 새끼들,1
대체 어떤 저능아 이대남이 민주당을 지지한다는 거임? 아무리 봐도 부정선거 음모론 아닌거 같다... 간첩아닌 이상 지지할 이유가 없음,0
퐁퐁단 vs 뻐꾸기 두창단이면 당연한거지.. 뻐꾸기 두창견 짱깨 알바단들 애쓴다..ㅋㅋㅋ찢 상대로 3%8%9% 발리던 병신년인데 당연한거지..!,1
니때 이대남이면 몰라도 예전 92 93 94 95 이 새끼들 존나 좌빨 많았던거 팩트임,1
96인데 전향없는 처음부터 근본우파다 ㅍㅌㅊ?,0
저런 대자보 없다고 저딴법안에 거부권 행사 안할리가 없자나,0
다시 운동권됬네 ㅋㅋㅋㅋ,0
286,0
노란봉투법 해도좋은데 대신에 민노총 한노총 전원사형법도 같이해서 민노총 한노총 전원 사형시키고 해,0
그냥 민주당이 만든 법은 싹다 거부권 행사해야됨,0
기업경쟁력 약화시키기 위해 모든 수단을 쓰는 민주당 뒤에는 누가 있을까? 나는 공산당이 있을 거라 확신함  - dc App,0
윤두창~~~!ㅋㅋㅋㅋㅋ 뻐꾸기 병신짓하다가 sos친거지...ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
얼마나 두창이가 뻐꾸기 짓만 하고 있으면 상관없는 서울대 대자보를 가지고 와서 빠는건지???ㅋㅋㅋㅋ퐁퐁단 되기 싫어요 vs 뻐꾸기 당하기 싫어요? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ정답의 반대가 오답이라도 오답의 반대가 정답이 아님.. 저능아 찢 두창견들 발작중...ㅋㅋㅋㅋㅋ,0
국가공인 병신은 이재명인데 왜?ㅋㅋㅋㅋ,1
팔병신은 못 뽑지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
대보지로 읽었네  - dc App,0
보지테러 ㅇㄷ?,0
공산당보다 더하노 ㅋㅋ,0
"이명박 대통령께서 저 대자보를 봤으면 "" 저거 인쇄소에서 비싼 돈 주고 뽑은거 같은데 그 돈 누가 댔을까 "" 하면서 배후를 파헤치셨을텐데..",0
비싼돈 (장당 100원),0
옳게된 나라다노  - dc App,0
"몰래 공무원자격사칭, 무고, 음주운전, 음주운전, 음주운전, 특수공무집행방해 및 공용물건손상, 공직선거법위반, 논문 표절, 가천대학교 비하, 형수 보지 찢는다는 욕설, 형 정신병동 강제입원, 청탁비리, 로비, 정보유출, 후보매수, 강제납치, 허위사실공표, 국제마피아파 연루, 개발 비리, 아파트 용도변경, 시민구단 불법후원금 수수, 한국가스공사 부지 개발 사업 특혜, 업무추진비 불법 집행, 강아지 파양, 쿠팡 화재 당시 먹방 촬영, 황교익 경기관광공사 사장 내정, 원화를 기축통화로, 수직이착륙 발언, 추하게 계양을 공천, 비리 관련자 수없이 자살시킴 등등 했다가 뭔지 ㅋㅋ",0
노랑봉투법 양곡법 방송법 그렇게 좋은법이면 문재앙때 통과시키지 윤정부에 똥칠갑하는 매국노 좌파 새끼들20대는 취업해야되는데 앞길막는 틀닦 노조 씹새끼들 뚝배기 깨도 무방함,1
이거 보고 민찍하기로 했다,0
팩트) 남자가 쿠우쿠우 회장 아들이면 갑자기 쿠우쿠우 좋아하는 여자됨,0
골때리긴하네 사주는거 아무거나먹으면돼지  - dc App,0
니가 여자였으면 아무거나 사준다고 먹냐? 병신새끼ㅋㅋ 여자 입장에선 당연 비싼 거 얻어먹고 대우받으며 살아야지. 그렇게 살 수 있는데 안 사는 게 병신이고.,1
"애초에 씨발 여자가 병신도 아니고 자기보다 몸값낮은 한남들 만나주는 이유가 존잘남한텐 갑질 못하니까 대신 자기한테 잘 해주는 평범한 남자들 굳이굳이 만나주는 건데, 거기에 대한 댓가가 이러면 여자들 존잘남 48번째 시녀 이런 거 선택함 ㅋㅋ 남자들만 좆되는 거지",1
위에 저건 그냥 창녀노 ㅋㅋ,1
그럼 그거 선택하지 왜들 그러고 있노?,0
30대인데 사귀고 퐁퐁 당하고 있다? 지능 검사 실시,0
쿠우쿠우는 좀 그렇지 ㄹㅇㅋㅋ애슐리 쿠우쿠우 이딴 곳은 급딱때 시험 끝나고 저거 먹고 피방가서 랭겜조졌는데 데이트로는 좀 그렇다,0
집에 돈 많냐? 쿠우쿠우 안싼대  - dc App,0
ㄴ 평일 런치 2만원 초반 아님? 누가보면 한녀들이 쳐먹는 하이엔드 20만원대 오마카세인줄,0
그리고 쿠우쿠우가 보지들한테 욕먹는건 맛대가리는 없는데 가격은 창렬이고 인스타에 올릴 껀덕지가 없어서 그런거임 비슷한 가격에 쿠우쿠우보다 퀄리티 좋은 스시집 널려있음,0
걍 쿠우쿠우 자체가 노맛인데 가성비 떨어짐,0
솔직히 쿠우쿠우 맛 너무 ㅎㅌㅊ됨,0
솔직히 옛날에는 갈만 했지. 근데 쿠우쿠우 애슐리 둘 다 가격은 오르고 퀄리티는 떨어짐. 걍 어디 분위기 좋은 텐동집 가서 3만원짜리 프리미엄 텐동에 수란 추가가 훨씬 나을 듯,0
이십대 대학생에서 더 노후화되면 가치가 더 떨어진건데 저걸 이유로 대고있네,0
어차피 저러고 섹스할꺼아님 ? 걍 사먹고 혼자살자  - dc App,1
쿠우쿠우 맛있다는 새끼들 ㄹㅇ 후참잘도 맛있다 할 듯내가 먹어본 프랜차이즈 쓰레기 탑투가 쿠우쿠우 후참잘,1
저 두개 돈주고 먹을바에 차라리 김천가서 치돈 먹는게 훨 나음,0
쿠우쿠우보다 김천 치돈이 낫다는건 니 입이 좀 이상한듯,0
ㄹㅇ 쿠우쿠우 맛있다는 새끼들 애미애비가 쿠우쿠우 점주인거 말곤 설명이 안 됨,1
쿠우쿠우가 그렇게 별로임? 골드인가 그런데는 괜찮다던데,0
쿠우쿠우 진짜 개별로됨 차라리 애슐리가,0
쿠우쿠우 디너 마싯는데.....,0
여자친구한테 돈쓰기 아까우면 헤어지면 그만임 ㅋㅋㅋㅋㅋㅋㅋ 헤어지자 하면 울고불고 붙잡는건 남자쪽일텐데.. 아쉬운 사람이 돈뜯기면서 만나야지 뭐 ㅋㅋ,0
어릴때 왜그렇게 암컷한테 맞춰서 보지 한번 따먹을려고 지랄발광했는지 모르겠다,1
어리고 가치있는게 돈이 덜들고늙은 폐급은 유지비가 더드는게 맞나,0
늙은년한탠 분식집 라면도아깝다  - dc App,0
팩트) 쿠우쿠우 가는 한남은 같은 한남들도 거른다,0
p  - dc App,0
30대 넘은 여자를 억만금 주고 사오는 애들 많음  - dc App,0
쿠우쿠우 가격도 존ㄴ ㅏ올라서 안감,0
개 ㅅㅂ무쌍눈째진 고블린 성괴년 인당 3만원이네 성괴 무쌍 눈째진 북방계 몽골 면상 걸러라 면상도 빻았는데 인성도 빻았으니 북방계 몽골 면상 보지는 진짜 걸러라 면상 따라가는거야 인성도,1
그런 성괴도 구멍있다고 만나는 좆병신들이 넘처나능게 팩트다,1
저런식으로 만나는건 남자 좆못이란거임 차라리 성괴년 걸러라 좆못 한남들이 저런 병신년들 양산해서 조센 망한거,1
진짜 존나 불쌍한 한국인들ㅋㅋㅋㅋㅋㅋ,1
쿠우쿠우 연령층 다양하던데그중엔 월세만 수억 버는 사람도 있을지 모르는데음식 가격으로만 급나누는 정병년들  - dc App,0
쿠우쿠우 한끼 2.5~3만원짜린데오마카세 욕하더니 뭐 먹어야되냐ㅋㅋㅋㅋ  - dc App,0
인스타에 올리긴 좀 그러니까 그러지  - dc App,0
유통기한 지난 걸도시락을 방금 가판대에 올라온 도시락보더 비싸게 사가는 것과 똑같은 거네.,0
어차피 현실은 한남들 봊만 보면 발정나있긔세계제일 베타메일 답노 갓양잦이랑 비교돼,0
쿠우쿠우가 싸다는건 경제관념이 미쳐버린건가? 그런 병신년들이랑 미래 설계하는건 병신짓이지,1
한끼에 3만원도 안하면 싼거지,0
25 넘으면 더치지 뭔 ㅋㅋㅋㅋ,0
연애결혼시장은 여자가 갑이니깐 ㅋㅋ아직도 주제파악이 안되냐 한남들아,0
응 그래서 한녀거르고 국결하는거잖아 ㅋㅋ,0
쿠우쿠우 거절안하는 여자는 선녀라는거네,0
난 여친이 먼저 쿠우쿠우 가자고 해서 갔었는데... 심지어 이후 몇번 더 감 ㅋㅋ;;  - dc App,0
쿠우쿠우 하나도 싼게 아닌데  - dc App,0
편의점 음식쓰레기통에 새거많던ㄷ,0
간통죄 부활안하면 남자들이 결혼 안해줄거  - dc App,0
늙은 여자에게 기대하는건 숙련된 사까시와 똥까시능력말고는 없음  - dc App,1
쿠우쿠우 갈 돈으로 다른곳가는게 나음  - dc App,0
----------- 여자는 와인이다 너네 40대여자랑 데이트할려면 하루에 100은써야함. 40대여자는 너네같은거랑은 안만나줌 -----------,0
저런 말 첨들어보는데,0
가스라이팅은 맞는데 이런 병신 같은것도 하나하나 가스라이팅 당할 정도면 그건 당하는 쪽도 병신이 맞다고본다 ㅋㅋㅋㅋ,1
걸레녀 아무리 미안해봤자 사라진 처녀막이 돌아오지않음.   - dc App,0
공중변소를 집안에 들여서 닦아주고 빨아주고 돈쳐들이는 병신이 있다????,1
오마카세 다녀보면 보지년들 대다수가 광어 우럭 도미조차 구분못하는 알못들인데 비싼데는 또 오지게 찾아다님 ㅋㅋㅋㅋ 제대로 알고 먹는년들은 진짜 손에 꼽고 저런 년들은 맛보다는 쿠우쿠우 같은데 가면 SNS 자랑질 못하는게 제일 큰 포인트임 ㅋㅋㅋㅋ  - dc App,0
이래서 20대초반을 만나라는거임 나이쳐먹을수록 만날가치는 떨어지는데 만나는 비용은 증가하니까 ㅋㅋㅋㅋ 보통 가치가 높을수록 비용이 높아져야하는데 여자는 아님 가치가 높을수록 비용이 줄어듬,0
논리왕이노  - dc App,0
차라리 동네 한판 2만원정도하는 초밥집을 가지 - dc App,0
맛도 없고 격도 떨어지고 - dc App,0
저런 년들이 개재인 찍은 거 알지? 합심해서 개재인 감방 보내자^^,0
예전처럼 여자가 집안일만 하는것도 아닌데 왜 남자가 돈을 내야하지  - dc App,0
그럼 어디식당을 가야하는지도 알려줘라,0
연예관계가 너무 돈에 얽혀있음 ㅇㅇ 정작 멋부리려고 으스대는 새끼들의 재산이나 부모재산 보면 좆도 없음.,1
지가좆빻앗는데 해린급대우를받고싶어서 저러는게참 슬프노,1
살이나빼고 말해라.,0
여자는 늙을수록 가치가 떨어지지만 그동안의 경험 때문에 눈을 낮추지 못하고 오히려 더 높아지면서 불행해짐. 이게 진짜 여자 입장에서 이 악순환 고리를 받아들일 수 없고 존나 억울함.,1
ㄹㅇㅋㅋ,0
솔직히 쿠우쿠우는 데이트코스는 아니지. 일인당 가격도 비싸고 분위기도 별로고. 걍 샐러드집 가서 때우고 나오면 일인당 1.5만원이면 딱 됨.,0
도태남들 정신승리,0
실수령 중위값 월 300만 원인 나라에서 고작 한 끼에 1인당 2.5만 원 쓰는 거 아까워하면 거지 타령하는 나라 IMF를 겪고도 정신들을 못 차렸다,0
지 수준은 생각도 안 하고 허영심에 찌들어서 오마카세니 호캉스니 남들 하는 건 다 누리고 또 인스타에 자랑하고 살아야 하지,0
와인론 모르노,0
성평등 성평등 하지만 지들 돈은 절대 안내는 한녀들ㅋㅋㅋㅋ,0
그성별에게 논리를 바라지마,0
아니시발 ㅋㅋㅋ 분위기 좋은데는 날잡고가거나 기념일이나 가는거지 걍 데이트하다가 가는 경우가 얼마나 많다고 지랄 지랄 ㅋㅋㅋㅋㅋㅋ 먼 시발 드라마마냥 깜짝쇼로 갈줄 알았음??ㅋㅋㅋ 하여간 드라마가 한녀 다 망쳐놓음,1
쿠우쿠우는 걍 좆같은데,1
20살때 여친이랑 한강가서 라면먹고 홍대가서 버스킹 구경하자고 알바비모아 부산에서 기차타고 간적도있는데   아직도 즐거운기억중 하나임   연애할떄 조건없이 서로 좋아죽는 연애를 못해본년들이  꼭 저런 허상에 찌들어있음  실상은 서로 만나면 그냥 즐거운게 연애인데,0
"""도태한남ㅋㅋ 차은우급이면 여자도 돈내줌""""내가 차은우면 너를 왜만남;""",0
명륜진사는 ㅇㅈ인데 쿠우쿠우는 좀 - dc App,0
쿠우쿠우 씨발 존나 비싼데? 인 당 3만원인데 - dc App,1
팩트 - 잘생기면 30대 후반에 쿠우쿠우를 가든 김천을 가든 좋다고 따라오고 사주면 고맙다고 인사까지 들음  - dc App,0
애초에 잘생긴 남자면 다른나라 여자를 만나지 시발ㅋㅋㅋ,1
쿠우쿠우는 병신맞는데 ㅋㅋ 싼것도 아님,1
돈 버리는데 익숙한 한녀,0
진짜 다그런건 아니지만씨발 진짜...허영심 좆되긴한다나랑 누나랑6살 차이인데우리누난 저정돈 아닌거 같은데  - dc App,1
속이 뻥~~~,0
조현병 짱깨 발작 ON,0
뻐꾸기 탁란 on이겠지!ㅋㅋㅋ 조증걸린 우울증 병신년 입증 + 한국어 모르는 짱깨 알바 입증 + 여시하는 여연갤 병신년 입증?ㅋㅋㅋ 위장당원 타령하던 문재앙 충신빠들 답다!ㅋㅋㅋ,1
저능아 병신들을 위한 설명 타임1 민주당 찍고 퐁퐁질 당하기2 뻐꾸기 두창당 찍고 탁란당하기차라리 3번이 없음 1번 찍는거지.여기서 제일 문제집단1 퐁퐁단 2 뻐꾸기 두창단 3여가부 단톡밧,1
라고 조현병 환자가 중얼중얼,0
야갤에 틀딱 진짜 많구만 ㄷㄷㄷ,0
ㄹㅇ 너부터 ㄷㄷ  - dc App,0
틀구이 비추봐라,0
홍어들 개추 봐라   - dc App,0
통구이 비추 봐라,0
ㅋㅋㅋ 이러니까 재미가 없어지지 옛날에는 야갤 재밌었는데 이제는 주작돌리는거밖에 못하니까 링크타고가서 추천누르고 ㅋㅋ딱 보지식 운영해버리니까 무도 마냥 재미없어지는거임 ㅋㅋ 진짜 개념글 보는데 대부분은 개노잼이네 ㄹㅇ,0
유모차는 맞아서 비추,0
정혈 유아차 완경 포궁 이런 말 쓰라고? 싫어,0
"정작 누구보다도 념글주작 열심히 하는 배그린, doom, 샨테, 설윤아기 등등 빨갱이 틀딱들 ㅋㅋㅋㅋㅋㅋ   - dc App",0
틀구이=인간 쓰레기들,0
틀구이,0
"저건 코난 애니잖아.. 설마 애니를 ""만화영화""라고 말하는 틀딱이 틀딱 타령하는 거야..?",0
솔직히 배그린이 올리는 고정짤이 더 쉰내 나면 개추 ㅋㅋ,0
틀딱 기생충 패는거 속이 다 시원 하노,1
책사풍후 유튜브 안 봐요,0
ㄹㅇ 유모차를 누가쓰노ㅋㅋㅋ,0
ㄹㅇ 두창견 틀딱 빼곤 다 유아차라고 쓰지 ㅋㅋㅎㅎ,0
뭐야 이 새끼 페미냐? 무슨 유아차를 쓰라고 그래,1
민주당 전라도 이재명 까는 글에만 협조한다,0
틀만화 주제에 틀적틀이노ㅋㅋ,0
요새 청주사는 최종일 불법토토사이트 총판 좀 핫하던데 어떻게 생각함 낙태 성괴 황선희씨? 종일이가 94년생이던가 ㅋㅋㅋ 무직자새끼 계좌에 돈이 왜 그렇게 많아~,1
종일이 뭐 찔려?ㅋㅋㅋㅋ,0
아 또 낙태 성괴 약쟁이 이나은 형준이..요새 서초구에서 동거중이시던데..아직도 던지기로 산 마약하시나요? 마약쳐빠는거 저격당하고 요새 금단 증상에 치를 떠신다던데...한국 경찰 모하지 ㅋㅋ하긴 뭐 섹스하려고 우울증약 처방받은걸로 면제 쳐받은 조성현 유재영이나약쳐빨고 다니는 오심이나불법토토사이트 총판 청주 최종일도 못잡던데... ㅠ,1
베이비카는 진짜 쓰는말이냐?,0
베이비카는 일본에서 쓰는말임,0
영화라는 단어 어디에도 없는데 틀니라서 백내장 왔나봄 ㅋㅋ,0
그럼 더 이상한데? 저게 만화임?,0
베이비카 이지랄 물소새키야   유모차라 쓰지 누가 베이비까라 하노,1
그야 일본만화니까 ㅋㅋ,0
14.52 = 한국어 공부 못배운 똥남아 튀기새끼,1
14.52 = 한국어 공부 못배운 똥튀기새끼,1
14.52 = 한국어 못배운 똥튀기새끼,1
ㅇㅇ(39.7) 배그린 아이피 메모,0
야갤러25(106.101) 배그린 아이피 메모,0
14.52 = 이민청에서 일하는 똥튀기 원숭이 댓글부대 ㅇㅇ,0
14.52 똥튀기새끼라 애미가 투니버스대신 트로트 틀어준대!!,1
14.52 77.111 = 이민청에서 일하는 똥튀기 원숭이 댓글부대 ㅇㅇ,0
14.52 애미가 두창이가 사온 원숭이라 이민청 반대하는 민주당 극혐한대!!,1
3월 국회 문 열어놓고…민주 ‘무더기 베트남행’ 논란 [9시 뉴스 ...,0
베트남 놀러간 건 민주당 의원이었고,0
똥남아 새끼들이 너무 들어와서 문제라는 게 니 논리 아님? 그럼 이민청에서 거르는 게 나은데?,1
ㅇㅇ 영길이가 니애미 3만원 주고 따먹으러 간거 맞음 ㅋㅋ,1
대답,0
비추 보니까 진짜로 틀딱들 많나보네 일베에 있지 여기 뭐하여 왔노,0
야갤러26(119.71) 메모,0
개추 보니까 진짜로 도태 노괴년든 많나보노여시에 있지 여기 뭐하러 왔노  - dc App,0
4050이 틀틀거리는거 존나 추하노ㅋㅋ,1
틀니는 이빨 13개빠진 느그 개재인이 진짜 틀니고,0
노노재팬 외치면서 일본만화짤 못잃어ㅋㅋㅋ 병신,1
한국여성혐오 = 똥튀기틀구이들은 한국여자에게 버림받고 똥남아 창녀랑 결혼해고 똥튀기 싸질러서 여혐이 심함,1
유모차라고 하지 누가 병신같이 베이비카라고 하노,1
쉰내 폴폴 나는 코난 들고와서 틀구이타령하노 ㅋㅋ,0
지도 30년째 10살인데 개틀이잖아,0
좆까 페미년아 느그들 하자는대론 뒤졌다깨어나도 못하지 ^~^,1
틀니들 개발작하는거 존나 웃기네 (깔깔깔)수명도 얼마 안 남앗는데 마지막 숨은 아껴둬라 틀니들아  - dc App,1
틀니새끼들 통한의 비추폭격 ㄷㄷ,1
비추수보소 틀딱들 염병났네 ㅋㅋㅋㅋ,1
애니보고 만화라고 하는 작성자가 씹틀딱이 아닐까?  - dc App,1
레알 질입구주름도 없는 디지털친화어르신들은 통컵으로 패야지 ㅋㅋ,0
팩트) 좆난 자체가 틀니 애니임ㅋㅋ,1
이게 뭔데?  - dc App,0
여시 짱깨 알바들 복불짓하는 꼬라지보소?ㅋㅋㅋ,0
ㄴ 짱깨,0
저건 일본이고 어떤 한국인이 병신같이 양복을 슈트 거라고 유모처를 베이비카 라고 하냐?,1
ㄹㅇ일뽕새끼들 애니만 하루종일 쳐보다가 현실감각 잃어버린게 팩트임,1
넌 지금 박지성 맨유 챔스 우승메달을 무시하는 발언을 했어,0
유모차를 유아차로 쓴다던가 요즘 문제가 많아,0
두창견이나 섹스톤견이나 시발 도찐개찐,1
누가 슈트랑 베이비카를 양복 유모차 이딴 짱개냄새나는 한문단어로 말함? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
코난이 틀구이 만화야 볍신아 - dc App,0
틀딱 씨팔새끼들 비추보소 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
캬~ 틀니보소,0
ㅋㅋ 씨발 진짜 틀구이 천지구나,1
여친마렵네,0
너무 착해보임 ㅋㅋㅋㅋㅋㅋ  - dc App,0
신세대 김유정 - dc App,0
해방일지에 나오는 이기우랑 똑닮았던데,0
얘 몇살임?,0
18살 05년생,0
귀엽당 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  - dc App,0
별로 안이쁨 - dc App,0
솔직히 얘 별생각없었는데 인어공주 이후로 ㅈㄴ 선녀로보임 ㅇㅇ,0
다니엘이 제일 예뻐 ㅋㅋㅋㅋ  - dc App,0
난얘별로더라,0
차이니즈 뉴이어,0
ㅈㄴ 예쁘다   - dc App,0
진짜 반응 좆도안오네 얘는 ..,1
ㄹㅇ 노안,0
전지현 비슷하게 생겼다,0
얘는 빨리 어울리는 머리부터 찾아주는게 급선무임  - dc App,0
혼혈치곤 센징유전자 섞여서 빻음 일본 야동 혼혈들도 씹존예인데,1
센징 고블린 유전자 섞임,0
양녀는 아이돌안어울림,0
여보,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
얘는 웃는게 너무 서양 할마씨 얼굴임 늙어서 어떤얼굴일지 연상되서 팍 식음,0
커여어 ㅋㅋㅋㅋㅋㅋ  - dc App,0
다니엘(조선인(,0
다니엘 서양인인데,0
동남아인줄,0
뉴진스에서 다니엘이 제일 예쁨,0
진짜 개별로,0
너무 외국인느낌이 쌔네 뉴진스에서 4번째로 나은듯,0
뉴진스 얼굴순위 하니 민지 다니엘 해린 혜인,0
하니 선에서 정리됨,0
차이니즈 뉴이어 가 돌아왔노 ㅋㅋㅋ,0
난 얘가 제일 낫더라,0
이런거 바이럴은 소속사가 시키는거냐,0
바이럴 전문업체에 소속사가 돈주면 다해줌,0
못생겼어 바이럴 개심함,0
흑어 공주언냐??  - dc App,0
뭔가 여리여리하면서 기가 쎔... 쟤랑 결혼하면 행복할듯,0
얘 볼때마다 암내 지릴거같음,0
언냐??  - dc App,0
귀엽노 하.. - dc App,0
혼혈치고 못생겼다 솔직히,0
이쁜 혼혈도 많은데 왜 억지로 이런 못생긴 애를 그룹에 우겨넣는거야  - dc App,0
어느나라 혼혈임?  - dc App,0
역시 고트는 유나구나 죄다 빻았네,0
다니에이리얼 ㄷㄷ,0
장원영(순혈한국) >>>>>>>>>>>다니엘 (잡종),0
라고 짱깨는 생각합니다.,0
씨발년의 뉴진스 바이럴 씹덕새끼들 돌로 쳐 죽이고싶네,1
요정,0
인형같아~~지혜  레인보우 유치원 나올 때 부터 봐서 항상 아기같당 그리고 밥 마니먹어 지혜는 좀 살쪄두 이뻐,0
에일리언,0
금가지에..옥 잎사귀라 한다..,0
허리길어서 훈트네  - dc App,0
얘가 진짜 예쁘더만 ㄷㄷㄷ,0
다니엘은 ETA처럼 앞머리 내리고 정리하는게 젤 예쁨,0
우효오~~  - dc App,0
딥스테이트  - dc App,0
유정이?,0
실력파  - dc App,0
모지혜 사랑해,0
걍 눈에 나 착해요 써져있음 넘나 좋은거,0
얘가 영미권에서 인기폭발이라며?,0
존나 예쁘고 대가리 개작은건 알겠는데 뭔가 기괴함,1
사랑한다,0
진지하게 이상하고 부담스럽게생김..ㅅㅂ,1
이게이쁜가; 똥남아애들은 아무리봐도 모르겠는데; - dc App,0
히끼 건들지마라,0
윈터 저거는 놀라는거보니까 흠...,0
역시 아이돌은 야롱씨 ㅋㅋ,0
아차상 왜 없냐는 피드백 반영한 성실고닉 머임   - dc App,0
막짤이 ㅈㄴ 귀엽네 ㅋㅋ,0
마지막 사진은 무슨상황이야??,0
비켮아,0
설윤아 ㅋㅋ,0
개추,0
3번은 진짜,0
해린아 버섯..,0
윈터는 진짜네 뺴도박도 못하 ㅁㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
뭐래 병신아 윈터 잡기술 중에 입으로 똑소리 크게 내는거 있는데 그거 하다가 소리 너무 커서 놀란건데,1
ㄴ풉,0
틀딱나이인데  안했겠노  - dc App,0
막짤은 ㄹㅇㅋㅋㅋ,0
이기이기...,0
5번짤 ㄷㄷ,0
오늘은 이거다,0
민지 설윤은 확정이네,0
민지가 오딧노,0
설윤은 남친있다고 찌라시 돌았잖아,0
혀마중뭐냐 ㄷㄷ,0
어허 또 이름 빼먹지  - dc App,0
물병 잡던거 어따팔아먹었냐 시바것드라  - dc App,1
막짤 뭔데 설명좀!!!,0
8번누나 굿..,0
아차상 저거는 진짜인거같은데,0
설윤 귀엽,0
이거보고도 대가리 속 환상에서 못 빠져나오는 등신들은 왤케 많은거노 쟤들 빨아봤자 건물 사게해주는거 말고 뭐가있냐 ㅋㅋ,0
티롱바리 개추!!,0
씨발년들,1
민지 브이 손가락 ㅇㄷ?  - dc App,0
해앙아 잘가라 .,0
윈터는빼박인디,0
학창시절 다들 인싸였을텐데 안해봤겠냐 순진한 아이돌육수들아 ㅋ,0
아차상이 찐이구만 ㅋㅋㅋ,0
ㄹㅇㅋㅋ  - dc App,0
해린 ㅋㅋㅋ,0
4번씨발ㅋㅋㅋ,1
마지막은  꼬추 보여주니깐 야 ! 이 ㅋ 하는것 같네,0
막짤 누구임? 존나귀엽네,1
"엔믹스 설윤 , 장난치는 사람은 오해용",0
자주 올려주새요 +,0
해린아.. 하 진짜 못참겠다..,0
본인 신붓감 후보에서 싹 다 제명,0
얘는 진짜 고소 들어와서 경찰이 하드 압수수색 해야  - dc App,0
해원아.. 미치겠다   - dc App,0
왜 쳐놀래누ㅋㅋ  - dc App,0
오,0
ㅋㅋㅋㅋㅋㅋ,0
송트남 ㅋㅋㅋㅋㅋㅋ,0
송트남 송트남 신나는 노래 ~~~~~나도 한번 뜯어본다 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
봊트남ㅋㅋㅋㅋ,0
송영길 <------ 원조 주갤러 ㅋㅋㅋㅋㅋㅋ,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
대깨준 피의 실드 ㅋㅋㅋ,0
봊털을 뜯으며 의기투합 ㅋㅋ,0
성스러운 신당이네  - dc App,0
성향은 확실하노  - dc App,0
비례 없애자,1
영혼의 듀오 ㅋㅋ   - dc App,0
6070 틀니 두창견새끼들 특징이 기사든 영상이든 제대로 안보고 대충 썸네일 헤드라인만 보고 선동됨. 개딸새끼들도 최소한 어준이 방송 내용은 들을듯. 틀니 이새끼들은 그냥 지능이 침팬지 수준임,1
침팬지가 더 똑똑할 듯. 그냥 물고기 수준일 듯.,0
ㄹㅇ 저런 새끼들때문에 더 심술나서 이준석신당찍을거임,1
폭탄주 시발 개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 미친새끼 ㅋㅋㅋㅋㅋ,1
갈데까지 가버렸노ㅋㅋㅋㅋㅋㅋ,0
털뜯고 꽁씹하고 환상의 콜라보레이션  - dc App,1
ㄹㅇ ㅋㅋㅋ  - dc App,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
거북왕 기리보이하고 친하더라 인사도 꼬박꼬박 박고 ㅋㅋㅋㅋㅋㅋㅋㅋ참나 한심스럽다,0
이준석이랑 송영길이랑 잘 맞네 ㅋㅋㅋ,0
형? 틀니들한테 왜 개준스기가 형임?,0
틀딱이들 급하긴한가보네 ㅋㅋㅋ 반응 구경 참 재밌음,0
더러운 음식물쓰레기통 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
